"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"2660","doi%3A10.6085%2FAA%2FISCKXX_XXXITBDXMSR00_20040101.50.3",0,0,75,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2661","doi%3A10.6085%2FAA%2FWRK002_010MTBD000R00_20030302.50.5",0,0,78,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2662","doi%3A10.5063%2FF1TT4NW6",105,0,214,16,14,0,2,"The abstract is only 90 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identification"
"2663","doi%3A10.6085%2FAA%2FESA001_025MTBD015R00_20090607.50.1",2,0,71,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2664","doi%3A10.6085%2FAA%2FVALXXX_015MTBD009R00_20050224.50.10",0,0,92,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2665","doi%3A10.5063%2FAA%2Fnewmang.6.1",0,0,28,NA,NA,NA,NA,""
"2666","doi%3A10.6085%2FAA%2FYB15XX_015MU12014R00_20060718.50.1",0,0,5,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2667","doi%3A10.6085%2FAA%2FGHVX00_XXXIBTNXTSR01_20090707.50.1",0,0,63,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2668","doi%3A10.6085%2FAA%2FSHB001_021ADCP020R00_20090708.50.1",0,0,70,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2669","doi%3A10.6085%2FAA%2FLAC001_023MHP2023R00_20090315.50.1",0,0,71,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2670","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR02_20090807.50.1",4,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2671","doi%3A10.6085%2FAA%2FTPT007_060MTBD040R00_20050902.50.8",0,0,82,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2672","doi%3A10.5063%2FAA%2Fnrs.684.1",0,0,168,16,12,1,3,"The abstract is only 91 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2673","doi%3A10.6085%2FAA%2FSHB001_021MXTI019R00_20070331.50.1",1,0,69,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2674","doi%3A10.6085%2FAA%2FPTS001_021MTBD000R00_20070619.50.1",2,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2675","doi%3A10.6085%2FAA%2FSHLX00_XXXITV2XMMR02_20090921.50.2",3,0,73,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2676","doi%3A10.6085%2FAA%2FSH15XX_015MTV2014R00_20090408.50.1",1,0,76,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2677","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXHSR01_20070929.50.1",3,0,62,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2678","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XLSR03_20100517.50.1",1,0,65,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2679","doi%3A10.5063%2FAA%2Fnrs.263.1",0,0,177,16,9,3,4,"The abstract is only 13 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2680","doi%3A10.6085%2FAA%2FHAZXXX_015MTBD014R00_20040617.50.5",0,0,83,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2681","doi%3A10.6085%2FAA%2FPOHX00_XXXITV2XLSR01_20100519.50.1",4,0,63,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2682","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XLSR01_20091019.50.1",1,0,69,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2683","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XLSR03_20091018.50.1",3,0,65,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2684","urn%3Auuid%3Aa55dee88-578f-466a-a519-31c28d2b7283",0,0,0,16,9,3,4,"The abstract is only 6 word(s) long, and 100 or more words are required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationA publication date is not present.identificationA methods section is not present.interpretation"
"2685","doi%3A10.5063%2FF1M043RN",16,0,54,16,15,0,1,"1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"2686","doi%3A10.6085%2FAA%2FTPT013_030MTBD011R00_20060623.50.5",1,0,77,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2687","fridley.9.3",206,0,856,20,13,5,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2688","doi%3A10.6085%2FAA%2FCBLX00_XXXITV2XLSR02_20100418.50.1",0,0,64,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2689","doi%3A10.6085%2FAA%2FMRFX00_XXXITBDXLZR01_20000804.50.5",0,0,79,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2690","doi%3A10.5063%2FF1QF8R4C",534,0,663,20,13,4,3,"The number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2691","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR03_20071127.50.2",3,0,73,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2692","doi%3A10.6085%2FAA%2FLBN15X_015MTBD014R00_20040707.50.5",3,0,80,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2693","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20071210.50.1",3,0,3,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2694","doi%3A10.6085%2FAA%2FJHDX00_XXXITBDXHSR01_20020228.50.4",0,0,80,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2695","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR03_20040219.50.5",0,0,79,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2696","doi%3A10.6085%2FAA%2FLOP001_026MHP2025R00_20081204.50.1",0,0,71,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2697","doi%3A10.6085%2FAA%2FCTNXXX_015MTBD009R00_20110215.50.1",0,0,12,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2698","doi%3A10.5063%2FF1736P5F",250,0,606,20,16,3,1,"A publication date is not present.identification"
"2699","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXLSR01_20070516.50.5",4,0,85,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2700","doi%3A10.5063%2FAA%2Fdpennington.299.2",17,0,172,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2701","doi%3A10.5063%2FAA%2Fgeorgia.15.1",0,0,169,16,6,3,7,"The abstract is only 18 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
